timestamp,ofi_lvl_0,ofi_lvl_1,ofi_lvl_2,ofi_lvl_3,ofi_lvl_4,ofi_lvl_5,ofi_lvl_6,ofi_lvl_7,ofi_lvl_8,ofi_lvl_9,symbol,integrated_ofi,best_ofi,cross_asset_ofi
2024-10-21 12:02:48+00:00,-1.0,-500.0,-210.0,-400.0,-15.0,-29.0,-110.0,-10.0,-110.0,-100.0,AAPL,535.9394210847839,-1.0,0.0
2024-10-21 12:02:49+00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAPL,-19.992954137775943,0.0,0.0
2024-10-21 12:02:54+00:00,-400.0,0.0,1.0,-29.0,-200.0,-44.0,-154.0,-400.0,-1.0,-600.0,AAPL,441.7269328118025,-400.0,0.0
2024-10-21 12:02:56+00:00,200.0,150.0,225.0,55.0,200.0,44.0,154.0,400.0,1.0,600.0,AAPL,-472.21012733963846,200.0,0.0
2024-10-21 12:02:58+00:00,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAPL,-19.992954137775943,0.0,0.0
2024-10-21 12:02:59+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAPL,41.86386109385194,0.0,0.0
2024-10-21 12:03:04+00:00,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAPL,-81.84976936940383,0.0,0.0
2024-10-21 12:03:23+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAPL,41.86386109385194,0.0,0.0
2024-10-21 12:03:36+00:00,200.0,0.0,0.0,-2.0,-29.0,-110.0,-10.0,-110.0,-100.0,-55.0,AAPL,158.8064303241651,200.0,0.0
2024-10-21 12:03:37+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAPL,41.86386109385194,0.0,0.0
2024-10-21 12:03:38+00:00,1.0,500.0,10.0,400.0,15.0,165.0,120.0,120.0,210.0,155.0,AAPL,-511.6996961414813,1.0,0.0
2024-10-21 12:03:55+00:00,-200.0,0.0,0.0,400.0,0.0,3.0,0.0,0.0,0.0,0.0,AAPL,-154.2851911068068,-200.0,0.0
2024-10-21 12:03:56+00:00,0.0,0.0,200.0,10.0,28.0,-15.0,0.0,0.0,0.0,0.0,AAPL,-31.125989185351056,0.0,0.0
2024-10-21 12:04:00+00:00,0.0,200.0,-173.0,-38.0,-43.0,-125.0,-120.0,-120.0,-210.0,-155.0,AAPL,277.9916022387462,0.0,0.0
2024-10-21 12:04:01+00:00,0.0,18.0,700.0,37.0,15.0,110.0,10.0,110.0,100.0,55.0,AAPL,-315.541219395254,0.0,0.0
2024-10-21 12:04:05+00:00,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,AAPL,28.69818986714959,0.0,0.0
2024-10-21 12:04:12+00:00,-200.0,-150.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAPL,34.048059300980185,-200.0,0.0
2024-10-21 12:04:16+00:00,0.0,0.0,-400.0,200.0,36.0,15.0,110.0,10.0,110.0,100.0,AAPL,-36.61207596062966,0.0,0.0
2024-10-21 12:04:19+00:00,0.0,0.0,0.0,400.0,-26.0,29.0,15.0,110.0,10.0,110.0,AAPL,-218.59325067504076,0.0,0.0
2024-10-21 12:04:26+00:00,0.0,0.0,1000.0,-197.0,-10.0,-29.0,-15.0,-110.0,-10.0,-110.0,AAPL,-94.359793858741,0.0,0.0
2024-10-21 12:04:27+00:00,0.0,0.0,0.0,200.0,10.0,29.0,15.0,110.0,10.0,110.0,AAPL,-132.71567602246787,0.0,0.0
2024-10-21 12:04:40+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,AAPL,29.021695823339353,0.0,0.0
2024-10-21 12:04:47+00:00,3.0,150.0,25.0,400.0,30.0,200.0,44.0,154.0,400.0,50.0,AAPL,-461.78160951173214,3.0,0.0
2024-10-21 12:04:51+00:00,0.0,0.0,0.0,-800.0,27.0,-29.0,-15.0,-110.0,-10.0,-110.0,AAPL,504.4420715381083,0.0,0.0
